feature_set,model,fold,train_start,train_end,test_start,test_end,n_train,n_test,accuracy,precision,recall,f1,auc,mcc
technical_plus_finbert,random_forest,3,2021-10-27,2022-06-17,2022-06-21,2022-07-22,3314,464,0.4827586206896552,0.5151515151515151,0.2786885245901639,0.3617021276595745,0.4757451564828614,-0.013525134055317675
technical_plus_finbert,random_forest,4,2021-10-27,2022-07-22,2022-07-25,2022-08-24,3778,456,0.47368421052631576,0.5211267605633803,0.4457831325301205,0.4805194805194805,0.46953029509341715,-0.046872379865711536
technical_plus_finbert,random_forest,5,2021-10-27,2022-08-24,2022-08-25,2022-09-28,4234,486,0.5411522633744856,0.4065934065934066,0.6453488372093024,0.49887640449438203,0.6215005184417124,0.12473174638992564
technical_plus_finbert,xgboost,1,2021-10-27,2022-04-12,2022-04-13,2022-05-16,2303,506,0.541501976284585,0.4563106796116505,0.4392523364485981,0.44761904761904764,0.4871175265651005,0.055999828116526595
technical_plus_finbert,xgboost,2,2021-10-27,2022-05-16,2022-05-17,2022-06-17,2809,505,0.5623762376237624,0.5707317073170731,0.468,0.5142857142857142,0.5601254901960785,0.1251299722821632
technical_plus_finbert,xgboost,3,2021-10-27,2022-06-17,2022-06-21,2022-07-22,3314,464,0.43103448275862066,0.4596774193548387,0.4672131147540984,0.4634146341463415,0.4257824143070045,-0.14202603597145141
technical_plus_finbert,xgboost,4,2021-10-27,2022-07-22,2022-07-25,2022-08-24,3778,456,0.4407894736842105,0.48872180451127817,0.5220883534136547,0.5048543689320388,0.39780377548842716,-0.13624865422049645
technical_plus_finbert,xgboost,5,2021-10-27,2022-08-24,2022-08-25,2022-09-28,4234,486,0.6399176954732511,0.4935064935064935,0.6627906976744186,0.56575682382134,0.6750111094652643,0.27785569033725044
technical_plus_finbert,svc_rbf,1,2021-10-27,2022-04-12,2022-04-13,2022-05-16,2303,506,0.466403162055336,0.40070921985815605,0.5280373831775701,0.45564516129032256,0.46488925873767767,-0.05045594986948981
technical_plus_finbert,svc_rbf,2,2021-10-27,2022-05-16,2022-05-17,2022-06-17,2809,505,0.5168316831683168,0.5119047619047619,0.516,0.5139442231075697,0.5400705882352941,0.033645475544285965
technical_plus_finbert,svc_rbf,3,2021-10-27,2022-06-17,2022-06-21,2022-07-22,3314,464,0.4547413793103448,0.4798206278026906,0.4385245901639344,0.4582441113490364,0.4509966467958271,-0.0886961045450708
technical_plus_finbert,svc_rbf,4,2021-10-27,2022-07-22,2022-07-25,2022-08-24,3778,456,0.48903508771929827,0.54,0.43373493975903615,0.48106904231625836,0.5095163261742622,-0.010745317463414387
technical_plus_finbert,svc_rbf,5,2021-10-27,2022-08-24,2022-08-25,2022-09-28,4234,486,0.46502057613168724,0.36503067484662577,0.6918604651162791,0.4779116465863454,0.5161087246333876,0.03319770529181014
technical_plus_vader_textblob,naive_most_frequent,1,2021-10-27,2022-04-12,2022-04-13,2022-05-16,2303,506,0.5770750988142292,0.0,0.0,0.0,0.5,0.0
technical_plus_vader_textblob,naive_most_frequent,2,2021-10-27,2022-05-16,2022-05-17,2022-06-17,2809,505,0.504950495049505,0.0,0.0,0.0,0.5,0.0
technical_plus_vader_textblob,naive_most_frequent,3,2021-10-27,2022-06-17,2022-06-21,2022-07-22,3314,464,0.47413793103448276,0.0,0.0,0.0,0.5,0.0
technical_plus_vader_textblob,naive_most_frequent,4,2021-10-27,2022-07-22,2022-07-25,2022-08-24,3778,456,0.45394736842105265,0.0,0.0,0.0,0.5,0.0
technical_plus_vader_textblob,naive_most_frequent,5,2021-10-27,2022-08-24,2022-08-25,2022-09-28,4234,486,0.6460905349794238,0.0,0.0,0.0,0.5,0.0
technical_plus_vader_textblob,logistic_regression,1,2021-10-27,2022-04-12,2022-04-13,2022-05-16,2303,506,0.4881422924901186,0.4262295081967213,0.6074766355140186,0.5009633911368016,0.5045768787607221,0.008239937456996096
technical_plus_vader_textblob,logistic_regression,2,2021-10-27,2022-05-16,2022-05-17,2022-06-17,2809,505,0.5405940594059406,0.5362903225806451,0.532,0.5341365461847389,0.5390274509803921,0.0810285055793387
technical_plus_vader_textblob,logistic_regression,3,2021-10-27,2022-06-17,2022-06-21,2022-07-22,3314,464,0.5,0.5225563909774437,0.569672131147541,0.5450980392156862,0.4736959761549926,-0.007673270283345293
technical_plus_vader_textblob,logistic_regression,4,2021-10-27,2022-07-22,2022-07-25,2022-08-24,3778,456,0.48464912280701755,0.5339805825242718,0.44176706827309237,0.4835164835164835,0.4836156219079215,-0.02201023065589525
technical_plus_vader_textblob,logistic_regression,5,2021-10-27,2022-08-24,2022-08-25,2022-09-28,4234,486,0.42386831275720166,0.3269230769230769,0.5930232558139535,0.4214876033057851,0.4382313731299067,-0.07557091078632541
technical_plus_vader_textblob,random_forest,1,2021-10-27,2022-04-12,2022-04-13,2022-05-16,2303,506,0.5118577075098815,0.4377358490566038,0.5420560747663551,0.48434237995824636,0.47209064140314944,0.03143760648980081
technical_plus_vader_textblob,random_forest,2,2021-10-27,2022-05-16,2022-05-17,2022-06-17,2809,505,0.5287128712871287,0.5348837209302325,0.368,0.43601895734597157,0.5045803921568628,0.057259778544896216
technical_plus_vader_textblob,random_forest,3,2021-10-27,2022-06-17,2022-06-21,2022-07-22,3314,464,0.4892241379310345,0.5225806451612903,0.3319672131147541,0.40601503759398494,0.47606184798807744,-0.004654367384488516
technical_plus_vader_textblob,random_forest,4,2021-10-27,2022-07-22,2022-07-25,2022-08-24,3778,456,0.47368421052631576,0.5213270142180095,0.44176706827309237,0.4782608695652174,0.4701123333915372,-0.046087730845924706
technical_plus_vader_textblob,random_forest,5,2021-10-27,2022-08-24,2022-08-25,2022-09-28,4234,486,0.5452674897119342,0.4128113879003559,0.6744186046511628,0.5121412803532008,0.6270367352984744,0.1442158267358308
technical_plus_vader_textblob,xgboost,1,2021-10-27,2022-04-12,2022-04-13,2022-05-16,2303,506,0.5533596837944664,0.47058823529411764,0.4485981308411215,0.45933014354066987,0.48201254640891045,0.07929544399482774
technical_plus_vader_textblob,xgboost,2,2021-10-27,2022-05-16,2022-05-17,2022-06-17,2809,505,0.5425742574257426,0.5472636815920398,0.44,0.4878048780487805,0.5526274509803921,0.08491823414469095
technical_plus_vader_textblob,xgboost,3,2021-10-27,2022-06-17,2022-06-21,2022-07-22,3314,464,0.45689655172413796,0.484,0.4959016393442623,0.4898785425101215,0.438822652757079,-0.09061404829357883
technical_plus_vader_textblob,xgboost,4,2021-10-27,2022-07-22,2022-07-25,2022-08-24,3778,456,0.4605263157894737,0.5055762081784386,0.5461847389558233,0.525096525096525,0.40828046485458747,-0.09750737462940903
technical_plus_vader_textblob,xgboost,5,2021-10-27,2022-08-24,2022-08-25,2022-09-28,4234,486,0.6440329218106996,0.49777777777777776,0.6511627906976745,0.5642317380352645,0.6742519626721968,0.27934659209165513
technical_plus_vader_textblob,svc_rbf,1,2021-10-27,2022-04-12,2022-04-13,2022-05-16,2303,506,0.4743083003952569,0.40714285714285714,0.5327102803738317,0.46153846153846156,0.48316476763538596,-0.035558239565610626
technical_plus_vader_textblob,svc_rbf,2,2021-10-27,2022-05-16,2022-05-17,2022-06-17,2809,505,0.5247524752475248,0.5204918032786885,0.508,0.5141700404858299,0.5584313725490196,0.049201946426545275
technical_plus_vader_textblob,svc_rbf,3,2021-10-27,2022-06-17,2022-06-21,2022-07-22,3314,464,0.46551724137931033,0.49047619047619045,0.42213114754098363,0.45374449339207046,0.46147540983606555,-0.06443687910242817
technical_plus_vader_textblob,svc_rbf,4,2021-10-27,2022-07-22,2022-07-25,2022-08-24,3778,456,0.4934210526315789,0.5523255813953488,0.3815261044176707,0.4513064133016627,0.5118735812816483,0.00980520917694152
technical_plus_vader_textblob,svc_rbf,5,2021-10-27,2022-08-24,2022-08-25,2022-09-28,4234,486,0.4773662551440329,0.3595890410958904,0.6104651162790697,0.4525862068965517,0.5254869648940897,0.014571816835712851
full_all_features,naive_most_frequent,1,2021-10-27,2022-04-12,2022-04-13,2022-05-16,2303,506,0.5770750988142292,0.0,0.0,0.0,0.5,0.0
full_all_features,naive_most_frequent,2,2021-10-27,2022-05-16,2022-05-17,2022-06-17,2809,505,0.504950495049505,0.0,0.0,0.0,0.5,0.0
full_all_features,naive_most_frequent,3,2021-10-27,2022-06-17,2022-06-21,2022-07-22,3314,464,0.47413793103448276,0.0,0.0,0.0,0.5,0.0
full_all_features,naive_most_frequent,4,2021-10-27,2022-07-22,2022-07-25,2022-08-24,3778,456,0.45394736842105265,0.0,0.0,0.0,0.5,0.0
full_all_features,naive_most_frequent,5,2021-10-27,2022-08-24,2022-08-25,2022-09-28,4234,486,0.6460905349794238,0.0,0.0,0.0,0.5,0.0
full_all_features,logistic_regression,1,2021-10-27,2022-04-12,2022-04-13,2022-05-16,2303,506,0.48616600790513836,0.4253246753246753,0.6121495327102804,0.5019157088122606,0.4976795544744591,0.006058503127568796
full_all_features,logistic_regression,2,2021-10-27,2022-05-16,2022-05-17,2022-06-17,2809,505,0.5504950495049505,0.545816733067729,0.548,0.5469061876247505,0.5387607843137255,0.10093800983759856
full_all_features,logistic_regression,3,2021-10-27,2022-06-17,2022-06-21,2022-07-22,3314,464,0.4849137931034483,0.5097276264591439,0.5368852459016393,0.5229540918163673,0.47159090909090917,-0.03600369547621095
full_all_features,logistic_regression,4,2021-10-27,2022-07-22,2022-07-25,2022-08-24,3778,456,0.4934210526315789,0.5436893203883495,0.4497991967871486,0.49230769230769234,0.49611004404089787,-0.004308881133693779
full_all_features,logistic_regression,5,2021-10-27,2022-08-24,2022-08-25,2022-09-28,4234,486,0.41358024691358025,0.31353135313531355,0.5523255813953488,0.4,0.4278069915568064,-0.10865482039693562
full_all_features,random_forest,1,2021-10-27,2022-04-12,2022-04-13,2022-05-16,2303,506,0.5059288537549407,0.4312977099236641,0.5280373831775701,0.47478991596638653,0.481116374343874,0.017562207639888246
full_all_features,random_forest,2,2021-10-27,2022-05-16,2022-05-17,2022-06-17,2809,505,0.504950495049505,0.5,0.344,0.4075829383886256,0.5072313725490196,0.007116099645752998
full_all_features,random_forest,3,2021-10-27,2022-06-17,2022-06-21,2022-07-22,3314,464,0.4698275862068966,0.49324324324324326,0.29918032786885246,0.37244897959183676,0.4727645305514159,-0.04470615975866435
full_all_features,random_forest,4,2021-10-27,2022-07-22,2022-07-25,2022-08-24,3778,456,0.4780701754385965,0.5260663507109005,0.4457831325301205,0.4826086956521739,0.4686572376462371,-0.0372537647821409
full_all_features,random_forest,5,2021-10-27,2022-08-24,2022-08-25,2022-09-28,4234,486,0.5555555555555556,0.4197080291970803,0.6686046511627907,0.515695067264574,0.6271478299511184,0.1564339420686825
full_all_features,xgboost,1,2021-10-27,2022-04-12,2022-04-13,2022-05-16,2303,506,0.5573122529644269,0.4752475247524752,0.4485981308411215,0.46153846153846156,0.4903821533734477,0.08633375085302779
full_all_features,xgboost,2,2021-10-27,2022-05-16,2022-05-17,2022-06-17,2809,505,0.5603960396039604,0.5686274509803921,0.464,0.5110132158590308,0.5719215686274509,0.1211520534552805
full_all_features,xgboost,3,2021-10-27,2022-06-17,2022-06-21,2022-07-22,3314,464,0.4482758620689655,0.47560975609756095,0.47950819672131145,0.4775510204081633,0.4435171385991058,-0.10690723288991236
full_all_features,xgboost,4,2021-10-27,2022-07-22,2022-07-25,2022-08-24,3778,456,0.45394736842105265,0.5,0.5341365461847389,0.516504854368932,0.40573889761946336,-0.10944564027548075
full_all_features,xgboost,5,2021-10-27,2022-08-24,2022-08-25,2022-09-28,4234,486,0.6748971193415638,0.5315315315315315,0.686046511627907,0.5989847715736041,0.6856021330173308,0.34062668190736
full_all_features,svc_rbf,1,2021-10-27,2022-04-12,2022-04-13,2022-05-16,2303,506,0.4505928853754941,0.38235294117647056,0.48598130841121495,0.4279835390946502,0.4678978363845858,-0.08854309865747338
full_all_features,svc_rbf,2,2021-10-27,2022-05-16,2022-05-17,2022-06-17,2809,505,0.5306930693069307,0.5276595744680851,0.496,0.511340206185567,0.5353882352941177,0.06084922584024135
full_all_features,svc_rbf,3,2021-10-27,2022-06-17,2022-06-21,2022-07-22,3314,464,0.4849137931034483,0.5121951219512195,0.430327868852459,0.46770601336302897,0.45539307004470936,-0.024350634731478003
full_all_features,svc_rbf,4,2021-10-27,2022-07-22,2022-07-25,2022-08-24,3778,456,0.4956140350877193,0.553072625698324,0.39759036144578314,0.46261682242990654,0.5197796014977785,0.011334526329976021
full_all_features,svc_rbf,5,2021-10-27,2022-08-24,2022-08-25,2022-09-28,4234,486,0.46502057613168724,0.35526315789473684,0.627906976744186,0.453781512605042,0.5136924159383796,0.0036587140013840712
